filename,width,height,class,xmin,ymin,xmax,ymax
3924.jpg,800,1000,teeshirt,8,8,792,992
3925.jpg,1001,1400,teeshirt,8,8,993,1392
3927.jpg,626,800,teeshirt,8,8,618,792
3928.jpg,560,694,teeshirt,8,8,552,686
393.jpg,620,620,teeshirt,91,10,508,620
3931.jpg,1001,1400,teeshirt,8,8,993,1392
3932.jpg,600,900,teeshirt,38,267,472,845
3933.jpg,445,543,teeshirt,8,8,437,535
3934.jpg,870,1110,teeshirt,235,196,651,735
3934.jpg,870,1110,teeshirt,13,834,291,1098
3934.jpg,870,1110,teeshirt,290,834,579,1108
3934.jpg,870,1110,teeshirt,586,835,863,1110
3936.jpg,222,333,teeshirt,8,8,214,325
3937.jpg,445,543,teeshirt,8,8,437,535
3938.jpg,800,1000,teeshirt,8,8,792,992
3939.jpg,900,1200,teeshirt,8,8,892,1192
394.jpg,620,620,teeshirt,105,12,525,599
3940.jpg,870,1110,teeshirt,296,224,674,730
3940.jpg,870,1110,teeshirt,64,835,288,1105
3940.jpg,870,1110,teeshirt,312,832,547,1107
3940.jpg,870,1110,teeshirt,585,835,807,1100
3941.jpg,640,821,teeshirt,8,8,632,813
3942.jpg,1686,2529,teeshirt,391,622,1433,1972
3943.jpg,800,1000,teeshirt,8,8,792,992
3944.jpg,1001,1400,teeshirt,8,8,993,1392
3946.jpg,626,800,teeshirt,8,8,618,792
3947.jpg,560,694,teeshirt,8,8,552,686
3949.jpg,372,372,teeshirt,116,77,272,253
395.jpg,620,620,teeshirt,89,15,533,603
3950.jpg,1001,1400,teeshirt,8,8,993,1392
3951.jpg,600,900,teeshirt,44,137,600,818
3952.jpg,445,543,teeshirt,8,8,437,535
3953.jpg,870,1110,teeshirt,152,276,673,890
3955.jpg,222,333,teeshirt,8,8,214,325
3956.jpg,445,543,teeshirt,8,8,437,535
3957.jpg,800,1000,teeshirt,8,8,792,992
3958.jpg,900,1125,teeshirt,8,8,892,1117
3959.jpg,870,1110,teeshirt,244,169,676,737
3959.jpg,870,1110,teeshirt,574,830,803,1098
3959.jpg,870,1110,teeshirt,322,830,544,1107
3959.jpg,870,1110,teeshirt,64,830,295,1101
396.jpg,620,620,teeshirt,89,13,530,611
3960.jpg,640,820,teeshirt,8,8,632,812
3961.jpg,1686,2529,teeshirt,514,526,1541,2053
3962.jpg,800,1000,teeshirt,8,8,792,992
3963.jpg,1001,1400,teeshirt,8,8,993,1392
3965.jpg,626,800,teeshirt,8,8,618,792
3966.jpg,560,694,teeshirt,8,8,552,686
3967.jpg,871,1110,teeshirt,196,208,729,959
3968.jpg,372,372,teeshirt,104,78,243,273
3969.jpg,1001,1400,teeshirt,8,8,993,1392
397.jpg,620,620,teeshirt,100,10,523,620
3970.jpg,600,900,teeshirt,151,210,523,692
3971.jpg,445,543,teeshirt,8,8,437,535
3972.jpg,871,1110,teeshirt,120,288,759,1039
3974.jpg,222,333,teeshirt,8,8,214,325
3975.jpg,445,543,teeshirt,8,8,437,535
3976.jpg,800,1000,teeshirt,8,8,792,992
3977.jpg,900,1200,teeshirt,8,8,892,1192
3978.jpg,871,1110,teeshirt,288,249,715,1074
3979.jpg,640,821,teeshirt,8,8,632,813
398.jpg,620,620,teeshirt,79,12,568,620
3980.jpg,1686,2529,teeshirt,398,668,1579,2079
3981.jpg,800,1000,teeshirt,8,8,792,992
3982.jpg,1001,1400,teeshirt,8,8,993,1392
3984.jpg,626,800,teeshirt,8,8,618,792
3985.jpg,560,694,teeshirt,8,8,552,686
3986.jpg,870,1110,teeshirt,1,269,705,971
3987.jpg,1001,1400,teeshirt,8,8,993,1392
3988.jpg,600,900,teeshirt,171,221,600,896
3989.jpg,445,543,teeshirt,8,8,437,535
399.jpg,620,620,teeshirt,90,7,521,615
3990.jpg,870,1110,teeshirt,100,220,649,876
3992.jpg,222,333,teeshirt,8,8,214,325
3993.jpg,445,543,teeshirt,8,8,437,535
3994.jpg,800,1000,teeshirt,8,8,792,992
3995.jpg,900,1200,teeshirt,8,8,892,1192
3996.jpg,870,1110,teeshirt,303,296,812,1000
3997.jpg,640,821,teeshirt,8,8,632,813
3998.jpg,1686,2529,teeshirt,271,487,1356,1791
3999.jpg,800,1000,teeshirt,8,8,792,992
400.jpg,620,620,teeshirt,110,11,527,589
4000.jpg,1001,1400,teeshirt,8,8,993,1392
4002.jpg,626,800,teeshirt,8,8,618,792
4003.jpg,560,694,teeshirt,8,8,552,686
4005.jpg,1001,1400,teeshirt,8,8,993,1392
4006.jpg,600,900,teeshirt,123,214,524,764
4007.jpg,445,543,teeshirt,8,8,437,535
4008.jpg,870,1110,teeshirt,71,212,534,1064
401.jpg,620,620,teeshirt,84,10,539,620
4010.jpg,222,333,teeshirt,8,8,214,325
4011.jpg,445,543,teeshirt,8,8,437,535
4012.jpg,800,1000,teeshirt,8,8,792,992
4013.jpg,900,1200,teeshirt,8,8,892,1192
4014.jpg,870,1110,teeshirt,100,251,651,969
4015.jpg,640,821,teeshirt,8,8,632,813
4016.jpg,1686,2529,teeshirt,91,553,1652,2383
4017.jpg,800,1000,teeshirt,8,8,792,992
4018.jpg,1001,1400,teeshirt,8,8,993,1392
402.jpg,620,620,teeshirt,97,3,536,613
4020.jpg,626,800,teeshirt,8,8,618,792
4021.jpg,560,694,teeshirt,8,8,552,686
4022.jpg,870,1110,teeshirt,169,268,795,964
4023.jpg,600,900,teeshirt,122,84,435,417
4024.jpg,445,543,teeshirt,8,8,437,535
4025.jpg,871,1110,teeshirt,162,240,729,1040
4027.jpg,222,333,teeshirt,8,8,214,325
4028.jpg,445,543,teeshirt,8,8,437,535
4029.jpg,800,1000,teeshirt,8,8,792,992
403.jpg,620,620,teeshirt,100,9,512,613
4030.jpg,900,1200,teeshirt,8,8,892,1192
4031.jpg,870,1110,teeshirt,181,249,730,990
4032.jpg,640,820,teeshirt,8,8,632,812
4033.jpg,1686,2529,teeshirt,260,445,1391,2053
4034.jpg,800,1000,teeshirt,8,8,792,992
4036.jpg,626,800,teeshirt,8,8,618,792
4037.jpg,560,694,teeshirt,8,8,552,686
4038.jpg,870,1110,teeshirt,51,251,647,961
4039.jpg,600,900,teeshirt,26,244,475,764
404.jpg,620,620,teeshirt,91,10,527,607
4040.jpg,445,543,teeshirt,8,8,437,535
4041.jpg,870,1110,teeshirt,1,240,583,988
4043.jpg,222,333,teeshirt,8,8,214,325
4044.jpg,445,543,teeshirt,8,8,437,535
4046.jpg,900,1200,teeshirt,8,8,892,1192
4047.jpg,871,1110,teeshirt,178,259,812,1005
4048.jpg,640,821,teeshirt,8,8,632,813
405.jpg,620,620,teeshirt,107,15,521,618
4050.jpg,800,1000,teeshirt,8,8,792,992
4052.jpg,626,800,teeshirt,8,8,618,792
4053.jpg,560,694,teeshirt,8,8,552,686
4055.jpg,600,900,teeshirt,87,238,503,769
4056.jpg,445,543,teeshirt,8,8,437,535
4057.jpg,870,1110,teeshirt,320,262,870,929
4059.jpg,222,333,teeshirt,8,8,214,325
406.jpg,620,620,teeshirt,81,16,549,597
4060.jpg,445,543,teeshirt,8,8,437,535
4061.jpg,800,1000,teeshirt,8,8,792,992
4062.jpg,900,1200,teeshirt,8,8,892,1192
4063.jpg,870,1110,teeshirt,125,232,683,956
4064.jpg,640,821,teeshirt,8,8,632,813
4065.jpg,1686,2529,teeshirt,568,587,1456,2068
4066.jpg,800,1000,teeshirt,8,8,792,992
4068.jpg,626,800,teeshirt,8,8,618,792
4069.jpg,560,694,teeshirt,8,8,552,686
407.jpg,620,620,teeshirt,99,11,529,598
4070.jpg,870,1110,teeshirt,5,254,554,929
4071.jpg,600,900,teeshirt,1,388,587,900
4072.jpg,445,543,teeshirt,8,8,437,535
4073.jpg,871,1110,teeshirt,34,217,598,864
4075.jpg,222,333,teeshirt,8,8,214,325
4076.jpg,445,543,teeshirt,8,8,437,535
4077.jpg,800,1000,teeshirt,8,8,792,992
4078.jpg,900,1200,teeshirt,8,8,892,1192
4079.jpg,871,1110,teeshirt,174,256,712,962
408.jpg,620,620,teeshirt,71,19,556,620
4080.jpg,640,821,teeshirt,8,8,632,813
4081.jpg,1686,2529,teeshirt,64,572,1602,2526
4082.jpg,800,1000,teeshirt,8,8,792,992
4084.jpg,626,800,teeshirt,8,8,618,792
4085.jpg,560,694,teeshirt,8,8,552,686
4086.jpg,870,1110,teeshirt,34,229,676,954
4087.jpg,600,900,teeshirt,81,299,537,899
4088.jpg,445,543,teeshirt,8,8,437,535
4089.jpg,870,1110,teeshirt,8,222,627,1008
409.jpg,620,620,teeshirt,109,16,545,611
4091.jpg,222,333,teeshirt,8,8,214,325
4092.jpg,445,543,teeshirt,8,8,437,535
4093.jpg,800,1000,teeshirt,8,8,792,992
4094.jpg,900,1200,teeshirt,8,8,892,1192
4095.jpg,870,1110,teeshirt,134,308,795,990
4096.jpg,640,821,teeshirt,8,8,632,813
4097.jpg,1686,2529,teeshirt,198,614,1395,2179
4098.jpg,800,1000,teeshirt,8,8,792,992
410.jpg,620,620,teeshirt,66,7,611,620
4100.jpg,626,800,teeshirt,8,8,618,792
4101.jpg,560,694,teeshirt,8,8,552,686
4102.jpg,870,1110,teeshirt,313,208,781,749
4103.jpg,600,900,teeshirt,34,293,479,871
4104.jpg,445,543,teeshirt,8,8,437,535
4105.jpg,870,1110,teeshirt,22,273,739,1034
4107.jpg,222,333,teeshirt,8,8,214,325
4108.jpg,800,1000,teeshirt,8,8,792,992
4109.jpg,900,1200,teeshirt,8,8,892,1192
411.jpg,620,620,teeshirt,87,7,503,620
4110.jpg,870,1110,teeshirt,201,135,749,905
4111.jpg,640,820,teeshirt,8,8,632,812
4112.jpg,1686,2529,teeshirt,314,618,1487,1983
4113.jpg,800,1000,teeshirt,8,8,792,992
4115.jpg,626,800,teeshirt,8,8,618,792
4116.jpg,560,694,teeshirt,8,8,552,686
4117.jpg,870,1110,teeshirt,5,120,642,1064
4118.jpg,600,900,teeshirt,186,170,453,445
4119.jpg,445,543,teeshirt,8,8,437,535
412.jpg,620,620,teeshirt,75,8,598,620
4120.jpg,870,1110,teeshirt,337,227,827,991
4122.jpg,222,333,teeshirt,8,8,214,325
4123.jpg,800,1000,teeshirt,8,8,792,992
4124.jpg,900,1200,teeshirt,8,8,892,1192
4125.jpg,870,1110,teeshirt,261,207,644,778
4125.jpg,870,1110,teeshirt,54,830,290,1101
4125.jpg,870,1110,teeshirt,305,830,551,1101
4125.jpg,870,1110,teeshirt,573,827,796,1107
4126.jpg,640,821,teeshirt,8,8,632,813
4127.jpg,1686,2529,teeshirt,291,633,1402,2087
4128.jpg,800,1000,teeshirt,8,8,792,992
413.jpg,620,620,teeshirt,113,8,533,566
4131.jpg,560,694,teeshirt,8,8,552,686
4132.jpg,870,1110,teeshirt,73,201,712,985
4133.jpg,600,900,teeshirt,20,233,492,838
4134.jpg,445,543,teeshirt,8,8,437,535
4135.jpg,870,1110,teeshirt,203,235,729,881
4137.jpg,222,333,teeshirt,8,8,214,325
4138.jpg,800,1000,teeshirt,8,8,792,992
4139.jpg,900,1200,teeshirt,8,8,892,1192
4140.jpg,871,1110,teeshirt,271,227,764,920
4141.jpg,640,821,teeshirt,118,161,548,781
4142.jpg,1686,2529,teeshirt,202,595,1575,2106
4143.jpg,800,1000,teeshirt,8,8,792,992
4145.jpg,626,800,teeshirt,8,8,618,792
4147.jpg,871,1110,teeshirt,76,261,659,1032
4148.jpg,600,900,teeshirt,30,278,530,892
4149.jpg,445,543,teeshirt,8,8,437,535
415.jpg,620,620,teeshirt,80,6,523,620
4150.jpg,870,1110,teeshirt,1,66,713,1001
4152.jpg,222,333,teeshirt,8,8,214,325
4153.jpg,800,1000,teeshirt,8,8,792,992
4154.jpg,900,1200,teeshirt,8,8,892,1192
4155.jpg,870,1110,teeshirt,251,251,652,868
4157.jpg,1686,2529,teeshirt,241,591,1506,2091
4158.jpg,800,1000,teeshirt,8,8,792,992
416.jpg,620,620,teeshirt,71,8,541,608
4160.jpg,626,800,teeshirt,8,8,618,792
4161.jpg,560,694,teeshirt,8,8,552,686
4162.jpg,870,1110,teeshirt,312,224,759,920
4163.jpg,600,900,teeshirt,149,244,535,741
4164.jpg,445,543,teeshirt,8,8,437,535
4165.jpg,870,1110,teeshirt,147,225,870,925
4167.jpg,222,333,teeshirt,8,8,214,325
4168.jpg,800,1000,teeshirt,8,8,792,992
4169.jpg,900,1200,teeshirt,8,8,892,1192
4170.jpg,870,1110,teeshirt,340,247,856,862
4171.jpg,640,821,teeshirt,8,8,632,813
4172.jpg,1686,2529,teeshirt,391,649,1318,2145
4173.jpg,800,1000,teeshirt,8,8,792,992
4175.jpg,626,800,teeshirt,8,8,618,792
4176.jpg,560,694,teeshirt,8,8,552,686
4177.jpg,870,1110,teeshirt,1,279,654,1076
4178.jpg,600,900,teeshirt,114,236,557,781
4179.jpg,445,543,teeshirt,8,8,437,535
418.jpg,620,620,teeshirt,89,9,524,620
4180.jpg,870,1110,teeshirt,342,257,829,929
4182.jpg,222,333,teeshirt,8,8,214,325
4183.jpg,800,1000,teeshirt,8,8,792,992
4184.jpg,900,1200,teeshirt,8,8,892,1192
4185.jpg,870,1110,teeshirt,73,256,539,944
4186.jpg,640,821,teeshirt,8,8,632,813
4188.jpg,800,1000,teeshirt,8,8,792,992
419.jpg,620,620,teeshirt,94,10,520,620
4190.jpg,626,800,teeshirt,8,8,618,792
4191.jpg,560,694,teeshirt,8,8,552,686
4192.jpg,870,1110,teeshirt,346,218,870,931
4193.jpg,600,900,teeshirt,59,258,530,814
4194.jpg,445,543,teeshirt,8,8,437,535
4195.jpg,870,1110,teeshirt,310,234,712,913
4197.jpg,222,333,teeshirt,8,8,214,325
4198.jpg,800,1000,teeshirt,8,8,792,992
4199.jpg,900,1200,teeshirt,8,8,892,1192
420.jpg,620,620,teeshirt,66,13,536,579
4200.jpg,870,1110,teeshirt,296,307,810,1046
4202.jpg,1686,2529,teeshirt,260,645,1437,2118
4203.jpg,800,1000,teeshirt,8,8,792,992
4205.jpg,626,800,teeshirt,8,8,618,792
4206.jpg,560,694,teeshirt,8,8,552,686
4207.jpg,870,1110,teeshirt,95,266,522,986
4208.jpg,600,900,teeshirt,135,295,497,877
4209.jpg,445,543,teeshirt,8,8,437,535
421.jpg,620,620,teeshirt,93,15,542,618
4210.jpg,870,1110,teeshirt,69,230,613,974
4212.jpg,222,333,teeshirt,8,8,214,325
4213.jpg,800,1000,teeshirt,8,8,792,992
4214.jpg,900,1200,teeshirt,8,8,892,1192
4215.jpg,871,1110,teeshirt,262,201,712,1025
4216.jpg,640,820,teeshirt,8,8,632,812
4217.jpg,1686,2529,teeshirt,152,626,1321,2056
4218.jpg,800,1000,teeshirt,8,8,792,992
422.jpg,620,620,teeshirt,87,14,523,620
4220.jpg,626,800,teeshirt,8,8,618,792
4221.jpg,560,694,teeshirt,8,8,552,686
4222.jpg,871,1110,teeshirt,351,235,834,974
4223.jpg,600,900,teeshirt,75,247,556,893
4224.jpg,445,543,teeshirt,8,8,437,535
4225.jpg,870,1110,teeshirt,203,262,737,942
4227.jpg,222,333,teeshirt,8,8,214,325
4228.jpg,800,1000,teeshirt,8,8,792,992
4229.jpg,900,1200,teeshirt,8,8,892,1192
423.jpg,620,620,teeshirt,85,5,549,609
4230.jpg,870,1110,teeshirt,266,290,622,1029
4231.jpg,640,821,teeshirt,8,8,632,813
4232.jpg,1686,2529,teeshirt,218,626,1433,2091
4233.jpg,800,1000,teeshirt,8,8,792,992
4235.jpg,626,800,teeshirt,8,8,618,792
4236.jpg,560,694,teeshirt,8,8,552,686
4238.jpg,600,900,teeshirt,135,233,445,854
4239.jpg,445,543,teeshirt,8,8,437,535
424.jpg,620,620,teeshirt,101,11,540,620
4240.jpg,870,1110,teeshirt,91,269,647,951
4242.jpg,222,333,teeshirt,8,8,214,325
4243.jpg,800,1000,teeshirt,8,8,792,992
4244.jpg,900,1200,teeshirt,8,8,892,1192
4245.jpg,871,1110,teeshirt,95,285,534,847
4246.jpg,640,821,teeshirt,8,8,632,813
4247.jpg,1686,2529,teeshirt,410,645,1383,2068
4248.jpg,800,1000,teeshirt,8,8,792,992
425.jpg,620,620,teeshirt,157,150,504,564
4250.jpg,626,800,teeshirt,8,8,618,792
4251.jpg,560,694,teeshirt,8,8,552,686
4252.jpg,600,900,teeshirt,131,288,527,762
4253.jpg,445,543,teeshirt,8,8,437,535
4254.jpg,871,1110,teeshirt,254,266,642,990
4256.jpg,222,333,teeshirt,8,8,214,325
4257.jpg,800,1000,teeshirt,8,8,792,992
4258.jpg,900,1200,teeshirt,8,8,892,1192
4259.jpg,871,1110,teeshirt,3,361,821,1110
426.jpg,620,620,teeshirt,91,14,558,620
4260.jpg,640,821,teeshirt,8,8,632,813
4261.jpg,1686,2529,teeshirt,318,556,1445,2153
4262.jpg,800,1000,teeshirt,8,8,792,992
4264.jpg,626,800,teeshirt,8,8,618,792
4265.jpg,560,694,teeshirt,8,8,552,686
4266.jpg,600,900,teeshirt,94,222,487,751
4267.jpg,445,543,teeshirt,8,8,437,535
4268.jpg,870,1110,teeshirt,218,300,870,1053
427.jpg,620,620,teeshirt,79,2,532,620
4270.jpg,222,333,teeshirt,8,8,214,325
4271.jpg,800,1000,teeshirt,8,8,792,992
4272.jpg,900,1200,teeshirt,8,8,892,1192
4273.jpg,870,1110,teeshirt,293,239,808,988
4274.jpg,640,820,teeshirt,8,8,632,812
4275.jpg,1686,2529,teeshirt,348,626,1360,2118
4276.jpg,800,1000,teeshirt,8,8,792,992
4278.jpg,626,800,teeshirt,8,8,618,792
4279.jpg,560,694,teeshirt,8,8,552,686
428.jpg,620,620,teeshirt,87,11,549,605
4280.jpg,600,900,teeshirt,145,226,549,751
4281.jpg,445,543,teeshirt,8,8,437,535
4282.jpg,870,1110,teeshirt,283,229,857,957
4284.jpg,222,333,teeshirt,8,8,214,325
4285.jpg,800,1000,teeshirt,8,8,792,992
4286.jpg,900,1200,teeshirt,8,8,892,1192
4287.jpg,870,1110,teeshirt,186,278,761,1062
4288.jpg,640,821,teeshirt,8,8,632,813
4289.jpg,1686,2529,teeshirt,237,653,1418,2041
429.jpg,620,620,teeshirt,98,11,516,609
4290.jpg,800,1000,teeshirt,8,8,792,992
4292.jpg,626,800,teeshirt,8,8,618,792
4293.jpg,560,694,teeshirt,8,8,552,686
4294.jpg,600,900,teeshirt,89,226,485,762
4295.jpg,445,543,teeshirt,8,8,437,535
4296.jpg,870,1110,teeshirt,176,269,688,1035
4298.jpg,222,333,teeshirt,8,8,214,325
4299.jpg,800,1000,teeshirt,8,8,792,992
430.jpg,620,620,teeshirt,91,6,533,614
4300.jpg,900,1200,teeshirt,8,8,892,1192
4301.jpg,871,1110,teeshirt,85,232,620,898
4302.jpg,640,820,teeshirt,8,8,632,812
4303.jpg,1686,2529,teeshirt,356,633,1225,2110
4304.jpg,800,1000,teeshirt,8,8,792,992
4306.jpg,626,800,teeshirt,8,8,618,792
4307.jpg,560,694,teeshirt,8,8,552,686
4308.jpg,600,900,teeshirt,246,200,600,791
4309.jpg,445,543,teeshirt,8,8,437,535
431.jpg,620,620,teeshirt,99,6,535,620
4310.jpg,871,1110,teeshirt,95,237,710,962
4312.jpg,222,333,teeshirt,8,8,214,325
4313.jpg,800,1000,teeshirt,8,8,792,992
4314.jpg,900,1200,teeshirt,8,8,892,1192
4315.jpg,871,1110,teeshirt,349,262,871,975
4316.jpg,640,820,teeshirt,8,8,632,812
4317.jpg,1686,2529,teeshirt,391,606,1279,2126
4318.jpg,800,1000,teeshirt,8,8,792,992
432.jpg,620,620,teeshirt,88,13,536,615
4320.jpg,626,800,teeshirt,8,8,618,792
4321.jpg,560,694,teeshirt,8,8,552,686
4322.jpg,600,900,teeshirt,81,238,544,817
4323.jpg,445,543,teeshirt,8,8,437,535
4324.jpg,871,1110,teeshirt,201,240,762,942
4326.jpg,222,333,teeshirt,8,8,214,325
4327.jpg,800,1000,teeshirt,8,8,792,992
4328.jpg,900,1200,teeshirt,8,8,892,1192
4329.jpg,871,1110,teeshirt,179,232,732,979
433.jpg,620,620,teeshirt,102,10,528,620
4330.jpg,640,820,teeshirt,8,8,632,812
4331.jpg,1686,2529,teeshirt,298,564,1429,2160
4332.jpg,800,1000,teeshirt,8,8,792,992
4334.jpg,626,800,teeshirt,8,8,618,792
4335.jpg,560,694,teeshirt,8,8,552,686
4336.jpg,600,900,teeshirt,93,256,577,815
4337.jpg,445,543,teeshirt,8,8,437,535
4338.jpg,870,1110,teeshirt,51,218,718,990
4339.jpg,870,1110,teeshirt,362,239,870,1015
434.jpg,620,620,teeshirt,83,9,538,620
4340.jpg,222,333,teeshirt,8,8,214,325
4341.jpg,800,1000,teeshirt,8,8,792,992
4342.jpg,900,1200,teeshirt,8,8,892,1192
4343.jpg,870,1110,teeshirt,81,222,613,990
4344.jpg,640,821,teeshirt,8,8,632,813
4345.jpg,1686,2529,teeshirt,414,599,1279,2141
4346.jpg,800,1000,teeshirt,8,8,792,992
4348.jpg,626,800,teeshirt,8,8,618,792
4349.jpg,560,694,teeshirt,8,8,552,686
435.jpg,620,620,teeshirt,95,14,531,620
4350.jpg,600,900,teeshirt,4,377,572,900
4351.jpg,445,543,teeshirt,8,8,437,535
4352.jpg,870,1110,teeshirt,161,225,754,1000
4354.jpg,222,333,teeshirt,8,8,214,325
4355.jpg,800,1000,teeshirt,8,8,792,992
4356.jpg,900,1200,teeshirt,8,8,892,1192
4357.jpg,871,1110,teeshirt,342,232,852,1007
4358.jpg,640,821,teeshirt,8,8,632,813
4359.jpg,1686,2529,teeshirt,221,606,1345,2041
436.jpg,620,620,teeshirt,111,12,549,620
4360.jpg,800,1000,teeshirt,8,8,792,992
4362.jpg,626,800,teeshirt,8,8,618,792
4363.jpg,560,694,teeshirt,8,8,552,686
4364.jpg,600,900,teeshirt,33,251,483,848
4365.jpg,445,543,teeshirt,8,8,437,535
4366.jpg,870,1110,teeshirt,195,293,768,1003
4368.jpg,222,333,teeshirt,8,8,214,325
4369.jpg,800,1000,teeshirt,8,8,792,992
437.jpg,620,620,teeshirt,90,14,558,620
4370.jpg,900,1200,teeshirt,8,8,892,1192
4371.jpg,871,1110,teeshirt,254,225,830,901
4372.jpg,640,821,teeshirt,8,8,632,813
4373.jpg,1686,2529,teeshirt,283,614,1395,2022
4374.jpg,800,1000,teeshirt,8,8,792,992
4376.jpg,626,800,teeshirt,8,8,618,792
4377.jpg,560,694,teeshirt,8,8,552,686
4378.jpg,600,900,teeshirt,116,251,498,769
4379.jpg,445,543,teeshirt,8,8,437,535
438.jpg,620,620,teeshirt,86,8,510,620
4380.jpg,870,1110,teeshirt,386,254,870,883
4382.jpg,222,333,teeshirt,8,8,214,325
4383.jpg,800,1000,teeshirt,8,8,792,992
4384.jpg,900,1200,teeshirt,8,8,892,1192
4385.jpg,871,1110,teeshirt,247,261,773,1013
4386.jpg,640,821,teeshirt,8,8,632,813
4387.jpg,1686,2529,teeshirt,368,606,1306,2056
4388.jpg,800,1000,teeshirt,8,8,792,992
439.jpg,620,620,teeshirt,104,10,528,590
4390.jpg,626,800,teeshirt,8,8,618,792
4391.jpg,560,694,teeshirt,8,8,552,686
4392.jpg,600,900,teeshirt,111,277,600,874
4393.jpg,445,543,teeshirt,8,8,437,535
4394.jpg,870,1110,teeshirt,81,290,688,1000
4396.jpg,222,333,teeshirt,8,8,214,325
4397.jpg,800,1000,teeshirt,8,8,792,992
4398.jpg,900,1200,teeshirt,8,8,892,1192
4399.jpg,870,1110,teeshirt,149,218,668,940
440.jpg,620,620,teeshirt,66,6,563,615
4400.jpg,640,821,teeshirt,8,8,632,813
4401.jpg,1686,2529,teeshirt,233,656,1387,1995
4402.jpg,800,1000,teeshirt,8,8,792,992
4404.jpg,626,800,teeshirt,8,8,618,792
4405.jpg,560,694,teeshirt,8,8,552,686
4406.jpg,600,900,teeshirt,100,247,434,774
4407.jpg,445,543,teeshirt,8,8,437,535
4408.jpg,871,1110,teeshirt,222,230,754,974
441.jpg,620,620,teeshirt,105,3,516,620
4410.jpg,222,333,teeshirt,8,8,214,325
4411.jpg,800,1000,teeshirt,8,8,792,992
4412.jpg,900,1200,teeshirt,8,8,892,1192
4413.jpg,870,1110,teeshirt,339,290,870,1083
4414.jpg,640,821,teeshirt,8,8,632,813
4415.jpg,1686,2529,teeshirt,206,603,1414,2049
4416.jpg,800,1000,teeshirt,8,8,792,992
4418.jpg,626,800,teeshirt,8,8,618,792
4419.jpg,560,694,teeshirt,8,8,552,686
442.jpg,620,620,teeshirt,86,3,543,619
4420.jpg,600,900,teeshirt,170,225,509,741
4421.jpg,445,543,teeshirt,8,8,437,535
4422.jpg,871,1110,teeshirt,101,229,759,1051
4424.jpg,222,333,teeshirt,8,8,214,325
4425.jpg,800,1000,teeshirt,8,8,792,992
4426.jpg,900,1200,teeshirt,8,8,892,1192
4427.jpg,871,1110,teeshirt,52,229,698,1008
4428.jpg,640,820,teeshirt,8,8,632,812
4429.jpg,1686,2529,teeshirt,552,610,1479,2076
443.jpg,620,620,teeshirt,88,12,522,620
4430.jpg,800,1000,teeshirt,8,8,792,992
4432.jpg,626,800,teeshirt,8,8,618,792
4433.jpg,560,694,teeshirt,8,8,552,686
4434.jpg,600,900,teeshirt,259,222,522,819
4435.jpg,445,543,teeshirt,8,8,437,535
4436.jpg,870,1110,teeshirt,93,193,657,944
4438.jpg,222,333,teeshirt,8,8,214,325
4439.jpg,800,1000,teeshirt,8,8,792,992
444.jpg,620,620,teeshirt,80,17,509,620
4440.jpg,900,1200,teeshirt,8,8,892,1192
4441.jpg,871,1110,teeshirt,144,264,679,1030
4442.jpg,640,821,teeshirt,8,8,632,813
4443.jpg,1686,2529,teeshirt,233,599,1460,2160
4444.jpg,800,1000,teeshirt,8,8,792,992
4446.jpg,626,800,teeshirt,8,8,618,792
4448.jpg,600,900,teeshirt,1,374,597,900
4449.jpg,445,543,teeshirt,8,8,437,535
445.jpg,620,620,teeshirt,95,8,550,614
4450.jpg,871,1110,teeshirt,318,259,868,1064
4451.jpg,870,1110,teeshirt,376,220,870,996
4452.jpg,222,333,teeshirt,8,8,214,325
4453.jpg,800,1000,teeshirt,8,8,792,992
4454.jpg,900,1200,teeshirt,8,8,892,1192
4455.jpg,870,1110,teeshirt,315,276,870,1027
4456.jpg,640,821,teeshirt,8,8,632,813
4457.jpg,1686,2529,teeshirt,268,633,1460,2053
4458.jpg,800,1000,teeshirt,8,8,792,992
446.jpg,620,620,teeshirt,88,7,530,620
4460.jpg,626,800,teeshirt,8,8,618,792
4462.jpg,600,900,teeshirt,194,241,594,897
4463.jpg,445,543,teeshirt,8,8,437,535
4464.jpg,870,1110,teeshirt,146,257,771,1049
4466.jpg,222,333,teeshirt,8,8,214,325
4467.jpg,800,1000,teeshirt,8,8,792,992
4468.jpg,900,1200,teeshirt,8,8,892,1192
4469.jpg,870,1110,teeshirt,135,252,679,983
447.jpg,620,620,teeshirt,109,10,516,620
4470.jpg,640,821,teeshirt,8,8,632,813
4471.jpg,1686,2529,teeshirt,210,529,1414,2022
4472.jpg,800,1000,teeshirt,8,8,792,992
4474.jpg,626,800,teeshirt,8,8,618,792
4475.jpg,560,694,teeshirt,8,8,552,686
4476.jpg,600,900,teeshirt,135,212,523,781
4477.jpg,445,543,teeshirt,8,8,437,535
4478.jpg,870,1110,teeshirt,254,254,803,896
448.jpg,620,620,teeshirt,79,10,538,620
4480.jpg,222,333,teeshirt,8,8,214,325
4481.jpg,800,1000,teeshirt,8,8,792,992
4482.jpg,900,1200,teeshirt,8,8,892,1192
4484.jpg,640,821,teeshirt,8,8,632,813
4485.jpg,1686,2529,teeshirt,218,614,1425,2122
4486.jpg,800,1000,teeshirt,8,8,792,992
4487.jpg,626,800,teeshirt,8,8,618,792
